from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
11587,1846,2,420,,
11588,11588,0,240,,
11588,1231,0,240,,
11588,8044,0,240,,
11588,8073,0,240,,
11588,8763,2,360,,
11588,972,0,240,,
11589,11606,0,240,,
11589,1231,0,240,,
11589,8044,2,300,,
11589,8073,2,300,,
11589,8754,0,240,,
11589,8763,2,300,,
11589,972,0,240,,
11592,5287,2,360,,
11593,10643,2,300,,
11593,10644,0,240,,
11598,11604,2,360,,
1160,1160,0,240,,
1160,1186,0,240,,
1160,1187,0,240,,
1160,12665,2,300,,
1160,12666,2,300,,
1160,1648,0,240,,
11600,4004,2,360,,
11602,11597,2,300,,
11606,1231,0,240,,
11606,8044,2,300,,
11606,8073,2,300,,
11606,8754,2,300,,
11606,8763,2,300,,
11606,972,2,300,,
11613,9848,2,360,,
11616,11438,2,360,,
11616,77,0,240,,
11616,96,0,240,,
11622,155,0,240,,
11622,256,2,300,,
11623,668,0,240,,
11623,701,0,240,,
11627,4982,2,480,,
11628,5016,2,480,,
11628,5077,2,480,,
11629,5077,2,480,,
11630,4951,2,420,,
11630,4982,2,360,,
11632,155,0,240,,
11632,256,0,240,,
11638,11534,2,360,,
11638,11638,0,240,,
11638,411,2,300,,
11638,4494,2,420,,
11638,80,0,240,,
11638,939,2,360,,
11645,4463,2,300,,
11646,81,2,540,,
1165,1738,2,600,,
11664,11664,2,120,,
11664,5183,2,360,,
11664,9720,0,240,,
11674,1685,2,300,,
11674,1736,2,300,,
11674,1801,0,240,,
11674,8047,0,240,,
11674,8070,0,240,,
11674,8563,0,240,,
11676,4659,2,360,,
11678,11708,2,300,,
1168,2540,0,240,,
11682,1430,2,300,,
11682,1442,0,240,,
11697,11697,0,240,,
11697,11876,2,300,,
11697,1401,2,540,,
11697,2821,2,360,,
11697,8750,2,720,,
11697,8759,2,540,,
1170,1170,0,240,,
1170,12336,2,480,,
11701,5031,2,360,,
11701,5059,2,480,,
11704,11704,0,240,,
11704,13013,0,240,,
11704,5436,0,240,,
11704,5542,0,240,,
11704,5543,2,420,,
11704,6139,0,240,,
11704,6174,0,240,,
11704,6195,2,420,,
11704,6340,2,420,,
11704,8854,0,240,,
11706,11706,0,240,,
11707,11243,2,300,,
11707,11247,0,240,,
11707,11295,2,360,,
11707,11707,0,240,,
11707,12716,2,300,,
11707,6753,0,240,,
11708,11678,2,300,,
1171,1170,2,480,,
1171,1175,2,300,,
1171,12336,0,240,,
11710,11712,0,240,,
11710,11714,2,300,,
11710,11715,0,240,,
11710,11716,0,240,,
11710,11718,0,240,,
11710,8053,0,240,,
11710,8064,0,240,,
11712,11712,4,0,14464876,14464538
11712,11712,4,0,14464877,14464537
11712,11712,4,0,14464878,14464536
11712,11712,4,0,14464879,14464535
11712,11712,4,0,14464880,14464534
11712,11712,4,0,14464881,14464533
11712,11712,4,0,14464882,14464531
11712,11712,4,0,14464883,14464530
11712,11712,4,0,14464884,14464529
11712,11712,4,0,14464885,14464528
11712,11712,4,0,14464886,14464532
11712,11712,4,0,14464887,14464527
11712,11712,4,0,14464888,14464526
11712,11712,4,0,14464889,14464525
11712,11712,4,0,14464890,14464524
11712,11712,4,0,14464891,14464522
11712,11712,4,0,14464892,14464521
11712,11712,4,0,14464893,14464543
11712,11712,4,0,14464894,14464519
11712,11712,4,0,14464895,14464518
11712,11712,4,0,14464896,14464517
11712,11712,4,0,14464897,14464542
11712,11712,4,0,14464898,14464515
11712,11712,4,0,14464899,14464513
11712,11712,4,0,14464900,14464541
11712,11712,4,0,14464901,14464511
11712,11712,4,0,14464902,14464510
11712,11712,4,0,14464903,14464509
11712,11712,4,0,14464904,14464508
11712,11712,4,0,14464905,14464507
11712,11712,4,0,14464906,14464506
11712,11712,4,0,14464907,14464505
11712,11712,4,0,14464908,14464504
11712,11712,4,0,14464909,14464503
11712,11712,4,0,14464910,14464502
11712,11712,4,0,14464911,14464501
11712,11712,4,0,14464912,14464500
11712,11712,4,0,14464913,14464499
11712,11712,4,0,14464914,14464498
11712,11712,4,0,14464915,14464497
11712,11712,4,0,14464916,14464496
11712,11712,4,0,14464917,14464490
11712,11712,4,0,14464918,14464489
11712,11712,4,0,14464919,14464488
11712,11712,4,0,14464920,14464487
11712,11712,4,0,14464921,14464486
11712,11712,4,0,14464922,14464485
11712,11712,4,0,14464923,14464484
11712,11712,4,0,14464924,14464483
11712,11712,4,0,14464925,14464482
11712,11712,4,0,14464926,14464495
11712,11712,4,0,14464927,14464494
11712,11712,4,0,14464928,14464493
11712,11712,4,0,14464929,14464492
11712,11712,4,0,14464930,14464491
11712,11712,4,0,14464931,14464481
11712,11712,4,0,14464932,14464480
11712,11712,4,0,14464933,14464514
11712,11712,4,0,14464934,14464479
11712,11712,4,0,14464935,14464478
11712,11712,4,0,14464936,14464477
11712,11712,4,0,14464937,14464476
11712,11712,4,0,14464938,14464475
11712,11712,4,0,14464939,14464474
11712,11712,4,0,14464940,14464473
11712,11712,4,0,14464941,14464472
11712,11712,4,0,14464942,14464471
11712,11712,4,0,14464943,14464523
11712,11712,4,0,14464944,14464512
11712,11712,4,0,14464945,14464516
11712,11712,4,0,14464946,14464520
11712,11712,4,0,14464947,14464539
11712,11712,4,0,14464948,14464540
11712,11712,4,0,14465023,14464623
11712,11712,4,0,14465024,14464624
11712,11712,4,0,14465025,14464625
11712,11712,4,0,14465026,14464626
11712,11712,4,0,14465027,14464627
11712,11712,4,0,14465028,14464628
11712,11712,4,0,14465029,14464629
11712,11712,4,0,14465030,14464630
11712,11712,4,0,14465031,14464631
11712,11712,4,0,14465032,14464632
11712,11712,4,0,14465033,14464633
11712,11712,4,0,14465034,14464634
11712,11712,4,0,14465035,14464635
11712,11712,4,0,14465036,14464636
11712,11712,4,0,14465037,14464637
11712,11712,4,0,14465038,14464638
11712,11712,4,0,14465039,14464639
11712,11712,4,0,14465040,14464640
11712,11712,4,0,14465041,14464641
11712,11712,4,0,14465042,14464642
11712,11712,4,0,14465043,14464643
11712,11712,4,0,14465044,14464644
11712,11712,4,0,14465045,14464645
11712,11712,4,0,14465046,14464646
11712,11712,4,0,14465047,14464647
11712,11712,4,0,14465048,14464648
11712,11712,4,0,14465049,14464649
11712,11712,4,0,14465050,14464650
11712,11712,4,0,14465051,14464651
11712,11712,4,0,14465052,14464652
11712,11712,4,0,14465053,14464653
11712,11712,4,0,14465054,14464654
11712,11712,4,0,14465055,14464655
11712,11712,4,0,14465056,14464656
11712,11712,4,0,14465057,14464657
11712,11712,4,0,14465058,14464658
11712,11712,4,0,14465059,14464659
11712,11712,4,0,14465060,14464660
11712,11712,4,0,14465061,14464661
11712,11712,4,0,14465062,14464662
11712,11712,4,0,14465063,14464663
11712,11712,4,0,14465064,14464664
11712,11712,4,0,14465065,14464665
11712,11712,4,0,14465066,14464666
11712,11712,4,0,14465067,14464667
11712,11712,4,0,14465068,14464668
11712,11712,4,0,14465069,14464669
11712,11712,4,0,14465070,14464670
11712,11712,4,0,14465071,14464671
11712,11712,4,0,14465072,14464672
11712,11712,4,0,14465073,14464673
11712,11712,4,0,14465074,14464674
11712,11712,4,0,14465075,14464675
11712,11712,4,0,14465076,14464676
11712,11712,4,0,14465077,14464621
11712,11712,4,0,14465078,14464677
11712,11712,4,0,14465079,14464678
11712,11712,4,0,14465080,14464679
11712,11712,4,0,14465081,14464680
11712,11712,4,0,14465082,14464681
11712,11712,4,0,14465083,14464682
11712,11712,4,0,14465084,14464683
11712,11712,4,0,14465085,14464684
11712,11712,4,0,14465086,14464685
11712,11712,4,0,14465153,14464756
11712,11712,4,0,14465154,14464757
11712,11712,4,0,14465155,14464758
11712,11712,4,0,14465156,14464759
11712,11712,4,0,14465157,14464760
11712,11712,4,0,14465158,14464761
11712,11712,4,0,14465159,14464762
11712,11712,4,0,14465160,14464763
11712,11712,4,0,14465161,14464764
11712,11712,4,0,14465162,14464765
11712,11712,4,0,14465163,14464766
11712,11712,4,0,14465164,14464767
11712,11712,4,0,14465165,14464768
11712,11712,4,0,14465166,14464769
11712,11712,4,0,14465167,14464770
11712,11712,4,0,14465168,14464771
11712,11712,4,0,14465169,14464772
11712,11712,4,0,14465170,14464773
11712,11712,4,0,14465171,14464774
11712,11712,4,0,14465172,14464775
11712,11712,4,0,14465173,14464776
11712,11712,4,0,14465174,14464777
11712,11712,4,0,14465175,14464778
11712,11712,4,0,14465176,14464779
11712,11712,4,0,14465177,14464780
11712,11712,4,0,14465178,14464781
11712,11712,4,0,14465179,14464782
11712,11712,4,0,14465180,14464783
11712,11712,4,0,14465181,14464784
11712,11712,4,0,14465182,14464785
11712,11712,4,0,14465183,14464786
11712,11712,4,0,14465184,14464787
11712,11712,4,0,14465185,14464788
11712,11712,4,0,14465186,14464789
11712,11712,4,0,14465187,14464790
11712,11712,4,0,14465188,14464791
11712,11712,4,0,14465189,14464792
11712,11712,4,0,14465190,14464793
11712,11712,4,0,14465191,14464794
11712,11712,4,0,14465192,14464795
11712,11712,4,0,14465193,14464796
11712,11712,4,0,14465194,14464797
11712,11712,4,0,14465195,14464798
11712,11712,4,0,14465196,14464799
11712,11712,4,0,14465197,14464800
11712,11712,4,0,14465198,14464801
11712,11712,4,0,14465199,14464802
11712,11712,4,0,14465200,14464803
11712,11712,4,0,14465201,14464804
11712,11712,4,0,14465202,14464805
11712,11712,4,0,14465203,14464806
11712,11712,4,0,14465204,14464807
11712,11712,4,0,14465205,14464808
11712,11712,4,0,14465206,14464809
11712,11712,4,0,14465207,14464810
11712,11712,4,0,14465208,14464811
11712,11712,4,0,14465209,14464812
11712,11712,4,0,14465210,14464813
11713,11710,0,240,,
11713,11712,0,240,,
11713,11714,0,240,,
11713,11715,0,240,,
11713,11716,0,240,,
11713,8053,0,240,,
11713,8064,0,240,,
11714,11710,0,240,,
11714,11712,0,240,,
11714,11714,0,240,,
11714,11715,0,240,,
11714,11716,0,240,,
11714,11718,0,240,,
11714,8053,0,240,,
11714,8064,0,240,,
11715,11710,0,240,,
11715,11712,0,240,,
11715,11714,0,240,,
11715,11715,0,240,,
11715,11716,0,240,,
11719,11710,0,240,,
11719,11715,0,240,,
11719,11716,0,240,,
11719,11718,0,240,,
11719,8053,0,240,,
11719,8064,0,240,,
1172,1170,2,480,,
1172,1175,2,480,,
1173,12405,2,300,,
1173,12409,2,300,,
1173,12410,2,300,,
1173,12411,2,300,,
1173,2016,0,240,,
1173,2414,0,240,,
1173,2523,0,240,,
1173,2671,0,240,,
1173,2717,2,120,,
1173,2761,0,240,,
1173,2833,0,240,,
1173,8049,2,300,,
1173,8068,2,300,,
11739,11736,2,300,,
11739,11739,0,240,,
11739,12386,0,240,,
11754,10629,0,240,,
11759,11759,0,240,,
11760,10958,2,360,,
11760,11759,0,240,,
11765,11710,0,240,,
11765,11712,0,240,,
11765,11714,0,240,,
11765,11715,0,240,,
11765,11716,0,240,,
11765,8053,0,240,,
11765,8064,0,240,,
11785,11653,2,480,,
11793,12358,2,300,,
11793,12361,2,300,,
11793,12362,2,300,,
11793,12363,2,300,,
11794,12358,2,300,,
11794,12361,2,300,,
11794,12363,2,300,,
11798,11799,0,240,,
11798,11801,0,240,,
11798,11802,0,240,,
11798,11807,0,240,,
11798,11808,0,240,,
11798,11810,0,240,,
11798,11811,0,240,,
11801,11799,0,240,,
11801,11802,0,240,,
11801,11806,0,240,,
11801,11807,0,240,,
11801,11808,0,240,,
11801,11810,0,240,,
11801,11811,0,240,,
11802,11798,0,240,,
11802,11801,0,240,,
11802,11806,0,240,,
11802,11807,0,240,,
11802,11808,0,240,,
11802,11811,0,240,,
11805,11798,0,240,,
11805,11799,0,240,,
11805,11801,0,240,,
11805,11802,0,240,,
11805,11806,0,240,,
11805,11807,0,240,,
11805,11808,0,240,,
11805,11810,0,240,,
11805,11811,0,240,,
11806,11799,0,240,,
11806,11801,0,240,,
11806,11802,0,240,,
11806,11807,0,240,,
11806,11808,0,240,,
11806,11810,0,240,,
11806,11811,0,240,,
11807,11798,0,240,,
11807,11799,0,240,,
11807,11801,0,240,,
11807,11802,0,240,,
11807,11806,0,240,,
11808,11798,0,240,,
11808,11799,0,240,,
11808,11801,0,240,,
11808,11802,0,240,,
11808,11806,0,240,,
11808,11810,0,240,,
11808,11811,0,240,,
1181,1181,0,240,,
11810,11798,0,240,,
11810,11799,0,240,,
11810,11801,0,240,,
11810,11806,0,240,,
11810,11807,0,240,,
11810,11808,0,240,,
11810,11811,0,240,,
11827,10436,2,420,,
11827,11827,0,240,,
11827,3317,0,240,,
11843,12380,2,360,,
11858,11860,0,240,,
11858,11861,2,300,,
11858,12949,0,240,,
11858,5593,0,240,,
11858,5633,0,240,,
11858,5743,0,240,,
11858,6000,0,240,,
11858,6077,0,240,,
1186,1187,0,240,,
1186,12665,2,300,,
1186,12666,2,300,,
1186,1648,0,240,,
11860,11858,0,240,,
11860,11861,0,240,,
11860,12949,0,240,,
11860,5464,0,240,,
11860,5509,0,240,,
11860,5593,0,240,,
11860,5633,0,240,,
11860,5700,0,240,,
11860,5743,0,240,,
11860,6000,0,240,,
11860,6077,0,240,,
11866,11867,0,240,,
11866,4461,0,240,,
11866,4491,0,240,,
11866,4660,0,240,,
11867,11867,0,240,,
11867,4461,0,240,,
1187,1160,0,240,,
1187,1186,0,240,,
11874,11874,0,240,,
11874,11876,2,300,,
11874,12567,0,240,,
11874,1401,2,360,,
11874,8750,0,240,,
11874,8759,2,300,,
11876,11697,2,240,,
11876,11874,2,300,,
11876,11876,0,240,,
11876,12567,2,360,,
11876,1401,2,420,,
11876,8750,2,360,,
11876,8759,2,360,,
11878,11874,2,360,,
11878,12567,2,360,,
11878,8750,2,420,,
11878,8759,2,420,,
11879,11878,2,360,,
11879,12567,2,360,,
11879,1401,2,420,,
11879,8750,2,540,,
11879,8759,2,480,,
11882,10880,0,240,,
11882,10881,0,240,,
11882,11764,2,300,,
11882,11882,0,240,,
11882,5045,0,240,,
11882,5122,0,240,,
11882,5262,0,240,,
11882,5494,0,240,,
11882,5667,0,240,,
11882,5768,0,240,,
11882,5769,0,240,,
11882,5793,0,240,,
11882,5891,0,240,,
11882,6467,0,240,,
11882,8057,0,240,,
11882,8060,0,240,,
1190,1617,0,240,,
1190,1683,0,240,,
11903,11901,0,240,,
11903,11903,0,240,,
11903,12428,0,240,,
11906,2266,0,240,,
11906,2323,0,240,,
11909,2266,0,240,,
11909,2323,0,240,,
11911,11911,0,240,,
11911,1429,0,240,,
11911,1444,0,240,,
11929,11091,2,360,,
11929,4329,2,300,,
11932,6661,0,240,,
11932,8283,2,420,,
11932,8483,2,480,,
11940,11941,0,240,,
11940,11942,0,240,,
11940,11943,0,240,,
11940,12022,0,240,,
11940,12230,0,240,,
11940,12332,0,240,,
11940,8033,2,120,,
11949,11949,0,240,,
11949,11957,0,240,,
1195,1158,0,240,,
1195,1195,0,240,,
11958,11950,0,240,,
11958,12285,0,240,,
11962,7645,2,540,,
11964,9376,0,240,,
1197,1070,2,300,,
1197,1156,2,300,,
1197,1197,0,240,,
1198,665,0,240,,
1198,704,0,240,,
11998,11032,0,240,,
1202,1307,2,360,,
1202,1355,0,240,,
12020,11941,0,240,,
12020,11942,0,240,,
12020,11943,0,240,,
12020,12022,0,240,,
12020,12230,0,240,,
12020,12231,0,240,,
12020,12332,0,240,,
12020,8020,2,120,,
12026,10467,2,360,,
12026,10513,2,360,,
12026,11119,2,480,,
12036,10399,2,180,,
12036,11302,2,420,,
12036,11526,0,240,,
12036,12036,2,120,,
12036,4495,2,300,,
12036,4882,2,480,,
12036,77,0,240,,
12036,8035,2,600,,
12036,8041,2,420,,
12043,7644,2,420,,
12054,10819,0,240,,
12054,10823,0,240,,
1206,785,2,300,,
1206,850,2,360,,
12063,12065,2,300,,
12063,12066,2,300,,
12064,12066,2,300,,
12065,12063,2,300,,
12065,12064,2,300,,
12066,12063,2,300,,
12066,12064,2,300,,
12080,11471,2,360,,
12080,13007,2,300,,
12122,4340,0,240,,
12134,12891,2,300,,
12134,797,0,240,,
12139,12139,0,240,,
12155,12155,0,240,,
12155,12695,2,300,,
12155,12916,2,300,,
12155,5042,0,240,,
12155,6468,0,240,,
12155,8059,0,240,,
12168,301,2,300,,
12168,646,0,240,,
12168,744,2,300,,
12172,12495,2,360,,
12172,2095,2,300,,
12173,5352,2,300,,
12173,7095,2,300,,
12173,7166,2,300,,
12173,7214,2,300,,
12173,7259,0,240,,
1218,2000,0,240,,
1218,2035,0,240,,
122,122,0,240,,
122,1276,2,300,,
122,1510,2,300,,
12204,7296,2,300,,
12205,12205,0,240,,
12205,6730,2,300,,
12205,6734,2,360,,
12206,12207,2,360,,
12207,12206,2,300,,
12207,12207,0,240,,
12207,12220,2,360,,
12207,6730,2,600,,
12209,12210,0,240,,
12209,12211,0,240,,
12209,12212,0,240,,
12209,12228,0,240,,
12209,12229,0,240,,
12209,3155,0,240,,
12209,3242,2,300,,
12213,12213,4,0,14473827,14474114
12213,12213,4,0,14473828,14474115
12213,12213,4,0,14473829,14474116
12213,12213,4,0,14473830,14474117
12213,12213,4,0,14473831,14474118
12213,12213,4,0,14473832,14474119
12213,12213,4,0,14473833,14474120
12213,12213,4,0,14473834,14474121
12213,12213,4,0,14473835,14474078
12213,12213,4,0,14473836,14474079
12213,12213,4,0,14473837,14474106
12213,12213,4,0,14473838,14474098
12213,12213,4,0,14473839,14474099
12213,12213,4,0,14473840,14474100
12213,12213,4,0,14473841,14474101
12213,12213,4,0,14473842,14474102
12213,12213,4,0,14473843,14474103
12213,12213,4,0,14473844,14474104
12213,12213,4,0,14473845,14474105
12213,12213,4,0,14473846,14474107
12213,12213,4,0,14473847,14474108
12213,12213,4,0,14473848,14474109
12213,12213,4,0,14473849,14474110
12213,12213,4,0,14473850,14474111
12213,12213,4,0,14473851,14474112
12213,12213,4,0,14473852,14474113
12213,12213,4,0,14473853,14474081
12213,12213,4,0,14473854,14474082
12213,12213,4,0,14473855,14474083
12213,12213,4,0,14473856,14474080
12213,12213,4,0,14473857,14474095
12213,12213,4,0,14473858,14474096
12213,12213,4,0,14473859,14474097
12213,12213,4,0,14473860,14474084
12213,12213,4,0,14473861,14474085
12213,12213,4,0,14473862,14474086
12213,12213,4,0,14473863,14474087
12213,12213,4,0,14473864,14474088
12213,12213,4,0,14473865,14474089
12213,12213,4,0,14473866,14474090
12213,12213,4,0,14473867,14474091
12213,12213,4,0,14473868,14474092
12213,12213,4,0,14473869,14474093
12213,12213,4,0,14473870,14474094
12213,12213,4,0,14473871,14474122
12213,12213,4,0,14473918,14474159
12213,12213,4,0,14473919,14474160
12213,12213,4,0,14473920,14474168
12213,12213,4,0,14473921,14474169
12213,12213,4,0,14473922,14474163
12213,12213,4,0,14473923,14474164
12213,12213,4,0,14473924,14474165
12213,12213,4,0,14473925,14474166
12213,12213,4,0,14473926,14474167
12213,12213,4,0,14473927,14474170
12213,12213,4,0,14473928,14474171
12213,12213,4,0,14473929,14474173
12213,12213,4,0,14473930,14474174
12213,12213,4,0,14473931,14474175
12213,12213,4,0,14473932,14474176
12213,12213,4,0,14473933,14474177
12213,12213,4,0,14473934,14474178
12213,12213,4,0,14473935,14474179
12213,12213,4,0,14473936,14474181
12213,12213,4,0,14473937,14474183
12213,12213,4,0,14473938,14474180
12213,12213,4,0,14473939,14474182
12213,12213,4,0,14473940,14474172
12213,12213,4,0,14473941,14474154
12213,12213,4,0,14473942,14474155
12213,12213,4,0,14473943,14474156
12213,12213,4,0,14473944,14474157
12213,12213,4,0,14473945,14474158
12213,12213,4,0,14473946,14474161
12213,12213,4,0,14473947,14474162
12213,12213,4,0,14473979,14474222
12213,12213,4,0,14473980,14474223
12213,12213,4,0,14473981,14474224
12213,12213,4,0,14473982,14474225
12213,12213,4,0,14473983,14474226
12213,12213,4,0,14473984,14474227
12213,12213,4,0,14473985,14474228
12213,12213,4,0,14473986,14474211
12213,12213,4,0,14473987,14474214
12213,12213,4,0,14473988,14474215
12213,12213,4,0,14473989,14474216
12213,12213,4,0,14473990,14474217
12213,12213,4,0,14473991,14474218
12213,12213,4,0,14473992,14474219
12213,12213,4,0,14473993,14474221
12213,12213,4,0,14473994,14474220
12213,12213,4,0,14473995,14474212
12213,12213,4,0,14473996,14474213
12213,12213,4,0,14473997,14474229
12213,12213,4,0,14473998,14474230
12213,12213,4,0,14473999,14474231
12213,12213,4,0,14474000,14474232
12213,12213,4,0,14474001,14474233
12213,12213,4,0,14474002,14474234
12213,12213,4,0,14474003,14474235
12214,12214,4,0,14474031,14473874
12214,12214,4,0,14474032,14473872
12214,12214,4,0,14474033,14473873
12214,12214,4,0,14474034,14473875
12214,12214,4,0,14474035,14473876
12214,12214,4,0,14474036,14473877
12214,12214,4,0,14474037,14473878
12214,12214,4,0,14474038,14473879
12214,12214,4,0,14474039,14473880
12214,12214,4,0,14474040,14473881
12214,12214,4,0,14474041,14473882
12214,12214,4,0,14474042,14473883
12214,12214,4,0,14474043,14473884
12214,12214,4,0,14474044,14473885
12214,12214,4,0,14474045,14473886
12214,12214,4,0,14474046,14473887
12214,12214,4,0,14474047,14473908
12214,12214,4,0,14474048,14473909
12214,12214,4,0,14474049,14473910
12214,12214,4,0,14474050,14473911
12214,12214,4,0,14474051,14473912
12214,12214,4,0,14474052,14473913
12214,12214,4,0,14474053,14473914
12214,12214,4,0,14474054,14473915
12214,12214,4,0,14474055,14473916
12214,12214,4,0,14474056,14473888
12214,12214,4,0,14474057,14473889
12214,12214,4,0,14474058,14473890
12214,12214,4,0,14474059,14473891
12214,12214,4,0,14474060,14473892
12214,12214,4,0,14474061,14473893
12214,12214,4,0,14474062,14473894
12214,12214,4,0,14474063,14473895
12214,12214,4,0,14474064,14473896
12214,12214,4,0,14474065,14473897
12214,12214,4,0,14474066,14473898
12214,12214,4,0,14474067,14473899
12214,12214,4,0,14474068,14473900
12214,12214,4,0,14474069,14473901
12214,12214,4,0,14474070,14473902
12214,12214,4,0,14474071,14473903
12214,12214,4,0,14474072,14473904
12214,12214,4,0,14474073,14473905
12214,12214,4,0,14474074,14473906
12214,12214,4,0,14474075,14473907
12214,12214,4,0,14474076,14473917
12214,12214,4,0,14474123,14473951
12214,12214,4,0,14474124,14473952
12214,12214,4,0,14474125,14473953
12214,12214,4,0,14474126,14473954
12214,12214,4,0,14474127,14473955
12214,12214,4,0,14474128,14473956
12214,12214,4,0,14474129,14473957
12214,12214,4,0,14474130,14473958
12214,12214,4,0,14474131,14473959
12214,12214,4,0,14474132,14473978
12214,12214,4,0,14474133,14473960
12214,12214,4,0,14474134,14473948
12214,12214,4,0,14474135,14473949
12214,12214,4,0,14474136,14473950
12214,12214,4,0,14474137,14473961
12214,12214,4,0,14474138,14473962
12214,12214,4,0,14474139,14473963
12214,12214,4,0,14474140,14473964
12214,12214,4,0,14474141,14473965
12214,12214,4,0,14474142,14473966
12214,12214,4,0,14474143,14473973
12214,12214,4,0,14474144,14473974
12214,12214,4,0,14474145,14473967
12214,12214,4,0,14474146,14473968
12214,12214,4,0,14474147,14473969
12214,12214,4,0,14474148,14473970
12214,12214,4,0,14474149,14473971
12214,12214,4,0,14474150,14473972
12214,12214,4,0,14474151,14473975
12214,12214,4,0,14474152,14473976
12214,12214,4,0,14474153,14473977
12214,12214,4,0,14474184,14474011
12214,12214,4,0,14474185,14474012
12214,12214,4,0,14474186,14474013
12214,12214,4,0,14474187,14474014
12214,12214,4,0,14474188,14474015
12214,12214,4,0,14474189,14474016
12214,12214,4,0,14474190,14474018
12214,12214,4,0,14474191,14474020
12214,12214,4,0,14474192,14474017
12214,12214,4,0,14474193,14474019
12214,12214,4,0,14474194,14474021
12214,12214,4,0,14474195,14474004
12214,12214,4,0,14474196,14474005
12214,12214,4,0,14474197,14474006
12214,12214,4,0,14474198,14474007
12214,12214,4,0,14474199,14474008
12214,12214,4,0,14474200,14474009
12214,12214,4,0,14474201,14474010
12214,12214,4,0,14474202,14474022
12214,12214,4,0,14474203,14474023
12214,12214,4,0,14474204,14474024
12214,12214,4,0,14474205,14474025
12214,12214,4,0,14474206,14474026
12214,12214,4,0,14474207,14474027
12214,12214,4,0,14474208,14474028
12214,12214,4,0,14474209,14474029
12214,12214,4,0,14474210,14474030
12217,12217,4,0,14476912,14476945
12217,12217,4,0,14476913,14476946
12217,12217,4,0,14476914,14476947
12217,12217,4,0,14476915,14476948
12217,12217,4,0,14476916,14476949
12217,12217,4,0,14476917,14476950
12217,12217,4,0,14476918,14476951
12217,12217,4,0,14476919,14476952
12217,12217,4,0,14476920,14476953
12217,12217,4,0,14476921,14476954
12217,12217,4,0,14476922,14476955
12217,12217,4,0,14476923,14476956
12217,12217,4,0,14476924,14476957
12217,12217,4,0,14476925,14476958
12217,12217,4,0,14476926,14476959
12217,12217,4,0,14476927,14476960
12217,12217,4,0,14476928,14476961
12217,12217,4,0,14476929,14476962
12217,12217,4,0,14476930,14476963
12217,12217,4,0,14476931,14476964
12217,12217,4,0,14476932,14476965
12217,12217,4,0,14476933,14476966
12217,12217,4,0,14476934,14476967
12217,12217,4,0,14476935,14476968
12217,12217,4,0,14476936,14476969
12217,12217,4,0,14476937,14476970
12217,12217,4,0,14476938,14476971
12217,12217,4,0,14476939,14476972
12217,12217,4,0,14476940,14476973
12217,12217,4,0,14476941,14476974
12217,12217,4,0,14476942,14476975
12217,12217,4,0,14476943,14476976
12217,12217,4,0,14476944,14476977
12217,12217,4,0,14476978,14477033
12217,12217,4,0,14476979,14477035
12217,12217,4,0,14476980,14477034
12217,12217,4,0,14476981,14477036
12217,12217,4,0,14476982,14477037
12217,12217,4,0,14476983,14477039
12217,12217,4,0,14476984,14477038
12217,12217,4,0,14476985,14477040
12217,12217,4,0,14476986,14477010
12217,12217,4,0,14476987,14477011
12217,12217,4,0,14476988,14477012
12217,12217,4,0,14476989,14477013
12217,12217,4,0,14476990,14477014
12217,12217,4,0,14476991,14477015
12217,12217,4,0,14476992,14477016
12217,12217,4,0,14476993,14477017
12217,12217,4,0,14476994,14477018
12217,12217,4,0,14476995,14477019
12217,12217,4,0,14476996,14477020
12217,12217,4,0,14476997,14477021
12217,12217,4,0,14476998,14477022
12217,12217,4,0,14476999,14477023
12217,12217,4,0,14477000,14477024
12217,12217,4,0,14477001,14477025
12217,12217,4,0,14477002,14477026
12217,12217,4,0,14477003,14477027
12217,12217,4,0,14477004,14477028
12217,12217,4,0,14477005,14477029
12217,12217,4,0,14477006,14477030
12217,12217,4,0,14477007,14477031
12217,12217,4,0,14477008,14477032
12217,12217,4,0,14477009,14477041
12217,12217,4,0,14477042,14477095
12217,12217,4,0,14477043,14477071
12217,12217,4,0,14477044,14477072
12217,12217,4,0,14477045,14477073
12217,12217,4,0,14477046,14477074
12217,12217,4,0,14477047,14477075
12217,12217,4,0,14477048,14477076
12217,12217,4,0,14477049,14477077
12217,12217,4,0,14477050,14477078
12217,12217,4,0,14477051,14477082
12217,12217,4,0,14477052,14477083
12217,12217,4,0,14477053,14477084
12217,12217,4,0,14477054,14477085
12217,12217,4,0,14477055,14477086
12217,12217,4,0,14477056,14477087
12217,12217,4,0,14477057,14477088
12217,12217,4,0,14477058,14477089
12217,12217,4,0,14477059,14477090
12217,12217,4,0,14477060,14477091
12217,12217,4,0,14477061,14477092
12217,12217,4,0,14477062,14477093
12217,12217,4,0,14477063,14477094
12217,12217,4,0,14477064,14477096
12217,12217,4,0,14477065,14477097
12217,12217,4,0,14477066,14477098
12217,12217,4,0,14477067,14477079
12217,12217,4,0,14477068,14477080
12217,12217,4,0,14477069,14477081
12217,12217,4,0,14477070,14477099
12220,12206,2,120,,
12227,8657,0,240,,
12227,8672,0,240,,
12227,8676,0,240,,
12227,8685,0,240,,
12227,8687,0,240,,
12227,8688,0,240,,
12227,8689,0,240,,
12227,8690,0,240,,
12227,8691,0,240,,
