from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
10860,11942,0,240,,
10860,11943,0,240,,
10860,12020,0,240,,
10860,12022,0,240,,
10860,12230,0,240,,
10860,12231,0,240,,
10860,12332,0,240,,
10860,8020,2,120,,
10860,8033,2,120,,
10865,10866,0,240,,
10865,10867,0,240,,
10865,12693,0,240,,
10865,4242,0,240,,
10865,4471,0,240,,
10865,4568,0,240,,
10865,8037,0,240,,
10865,989,0,240,,
10866,10865,0,240,,
10866,10866,2,120,,
10866,10867,0,240,,
10866,12693,0,240,,
10866,4242,2,120,,
10866,4459,0,240,,
10866,4471,0,240,,
10866,4568,2,120,,
10866,8037,0,240,,
10866,989,2,120,,
10867,8037,2,120,,
10874,7117,2,300,,
10879,10879,0,240,,
10879,10882,0,240,,
10879,4018,2,300,,
10879,4228,2,300,,
10880,10880,0,240,,
10880,10881,0,240,,
10880,11764,2,360,,
10880,11882,0,240,,
10880,5045,0,240,,
10880,5122,0,240,,
10880,5262,0,240,,
10880,5494,0,240,,
10880,5667,0,240,,
10880,5668,0,240,,
10880,5768,0,240,,
10880,5769,0,240,,
10880,5793,0,240,,
10880,5891,0,240,,
10880,6467,0,240,,
10880,8057,0,240,,
10880,8060,0,240,,
10881,10880,0,240,,
10881,11882,0,240,,
10881,5045,0,240,,
10881,5122,0,240,,
10881,5262,0,240,,
10881,5494,0,240,,
10881,5667,0,240,,
10881,5768,2,300,,
10881,5769,2,300,,
10881,5793,0,240,,
10881,5891,2,300,,
10882,10879,0,240,,
10882,10882,0,240,,
10882,4018,2,300,,
10884,10884,0,240,,
10884,5844,0,240,,
10884,8056,2,300,,
10884,8061,2,300,,
10885,10885,0,240,,
10885,10886,0,240,,
10885,10887,0,240,,
10885,10888,0,240,,
10885,10889,0,240,,
10885,10890,0,240,,
10885,10891,0,240,,
10885,10892,0,240,,
10885,12655,0,240,,
10885,12793,0,240,,
10886,10885,0,240,,
10886,10887,0,240,,
10886,10888,0,240,,
10886,10889,0,240,,
10886,10890,0,240,,
10886,10892,0,240,,
10886,12655,0,240,,
10886,12793,0,240,,
10888,10885,0,240,,
10888,10886,0,240,,
10888,10887,0,240,,
10888,10888,0,240,,
10888,10889,0,240,,
10888,10890,0,240,,
10888,10891,0,240,,
10888,10892,0,240,,
10888,12655,0,240,,
10888,12793,0,240,,
10890,10885,0,240,,
10890,10888,0,240,,
10890,10889,0,240,,
10890,12655,0,240,,
10890,12793,0,240,,
10891,10885,0,240,,
10891,10886,0,240,,
10891,10887,0,240,,
10891,10888,0,240,,
10891,10889,0,240,,
10891,10890,0,240,,
10891,10891,0,240,,
10891,10892,0,240,,
10891,12655,0,240,,
10891,12793,0,240,,
10892,10885,0,240,,
10892,10886,0,240,,
10892,10887,0,240,,
10892,10888,0,240,,
10892,10889,0,240,,
10892,10890,0,240,,
10892,10892,0,240,,
10892,12655,0,240,,
10893,10316,2,300,,
10893,12673,2,300,,
10893,7828,0,240,,
10895,779,2,480,,
1091,8753,2,300,,
1091,8762,2,300,,
10914,10914,0,240,,
10914,5148,0,240,,
10914,5252,0,240,,
10914,5890,0,240,,
10914,7639,0,240,,
10916,11664,2,480,,
10916,5180,0,240,,
10916,5183,2,360,,
10916,6060,2,360,,
10916,9720,2,480,,
1092,902,0,240,,
1092,915,0,240,,
10921,1685,2,300,,
10921,1736,2,300,,
10929,2203,0,240,,
10929,2252,0,240,,
10929,2397,0,240,,
10929,3535,0,240,,
10929,5989,0,240,,
10929,6984,0,240,,
10929,8052,0,240,,
10929,8065,0,240,,
10947,11867,0,240,,
10947,4461,0,240,,
10948,10914,0,240,,
10948,5148,0,240,,
10948,5252,0,240,,
10948,5890,0,240,,
10948,7639,0,240,,
10948,8055,0,240,,
10948,8062,0,240,,
10959,10961,2,300,,
10959,11759,2,420,,
10959,1896,2,420,,
10960,10958,2,420,,
10960,10961,2,360,,
10961,10958,2,300,,
10961,11759,2,360,,
10961,1896,2,420,,
10966,13003,2,360,,
10966,549,0,240,,
10967,13003,2,360,,
10967,549,2,360,,
10968,313,2,360,,
10968,365,0,240,,
10968,366,0,240,,
10969,313,2,360,,
10969,365,0,240,,
10971,10972,0,240,,
10971,8747,0,240,,
10971,8756,0,240,,
10971,9952,0,240,,
10972,10034,2,300,,
10972,10971,0,240,,
10972,10972,0,240,,
10972,8747,0,240,,
10972,8756,0,240,,
10972,9952,0,240,,
10976,230,2,300,,
11,11427,2,300,,
11,11542,0,240,,
110,11113,0,240,,
110,322,0,240,,
110,569,0,240,,
11007,1312,0,240,,
11007,1350,0,240,,
11009,663,0,240,,
11009,706,0,240,,
11010,793,0,240,,
11010,842,0,240,,
11011,1312,0,240,,
11011,1350,0,240,,
11013,1042,0,240,,
11013,1105,0,240,,
11014,337,0,240,,
11014,463,2,300,,
11015,663,0,240,,
11015,706,0,240,,
11016,113,0,240,,
11016,56,0,240,,
11020,165,0,240,,
11020,251,0,240,,
11021,337,2,300,,
11021,463,2,300,,
11022,793,0,240,,
11022,842,0,240,,
11023,1042,0,240,,
11023,1105,0,240,,
11029,11029,0,240,,
11032,11032,0,240,,
11032,11998,0,240,,
1105,11013,2,300,,
1105,11023,0,240,,
11056,600,2,300,,
11074,5456,0,240,,
11074,5516,0,240,,
11075,6051,0,240,,
11075,9023,0,240,,
11076,6051,0,240,,
11076,9022,0,240,,
11077,5474,2,360,,
11077,5498,2,360,,
11078,5474,2,360,,
11078,5498,2,360,,
1108,1514,0,240,,
1108,1596,0,240,,
11088,11227,2,360,,
11088,11278,2,300,,
11088,11279,2,300,,
11088,12548,2,300,,
11095,8752,2,300,,
11095,8761,2,300,,
11095,906,0,240,,
11095,911,0,240,,
11113,110,0,240,,
11113,569,2,300,,
11113,59,2,300,,
11113,60,0,240,,
11114,7645,2,540,,
11122,5561,0,240,,
11122,5623,0,240,,
11123,6019,2,300,,
11123,6073,0,240,,
11124,6019,2,300,,
11124,6073,0,240,,
11126,12196,2,300,,
11126,9291,0,240,,
11126,9293,2,360,,
11127,5025,2,300,,
11127,5067,0,240,,
11128,5138,0,240,,
11128,8542,0,240,,
11129,5138,0,240,,
11129,8542,0,240,,
11130,5025,2,300,,
11130,5067,0,240,,
11131,5651,0,240,,
11131,5683,0,240,,
11132,5651,0,240,,
11132,5683,0,240,,
11133,5715,0,240,,
11133,5729,0,240,,
11134,5715,0,240,,
11134,5729,0,240,,
11135,5781,0,240,,
11137,5918,0,240,,
11137,5961,0,240,,
1116,12631,2,300,,
1116,12632,2,300,,
11196,11199,0,240,,
11199,11196,0,240,,
1120,1971,0,240,,
1120,2062,2,300,,
11200,1769,2,300,,
11204,13054,0,240,,
11204,2264,0,240,,
11208,6486,0,240,,
11208,6566,0,240,,
11208,6802,0,240,,
11216,11695,0,240,,
11216,9087,0,240,,
11221,10360,2,360,,
11221,11088,2,300,,
11221,11221,0,240,,
11221,11227,0,240,,
11221,11260,2,420,,
11221,12764,2,360,,
11221,932,2,420,,
11227,10360,2,360,,
11227,11260,2,420,,
11243,11243,0,240,,
11243,11247,2,300,,
11243,11295,2,300,,
11243,11707,2,300,,
11243,12716,2,300,,
11243,6753,0,240,,
11247,11243,2,300,,
11247,11247,0,240,,
11247,11295,2,360,,
11247,11707,2,300,,
11247,12716,2,360,,
11247,6753,0,240,,
11248,11246,0,240,,
11248,11253,0,240,,
11248,11266,0,240,,
11248,11267,0,240,,
11248,11269,0,240,,
11248,11289,0,240,,
11248,11788,0,240,,
11251,11251,0,240,,
11251,11286,0,240,,
11251,11287,0,240,,
11252,11251,0,240,,
11252,11252,0,240,,
11252,11286,0,240,,
11252,11287,0,240,,
11254,11398,2,300,,
11254,6754,0,240,,
11255,11255,4,0,14495207,14495183
11255,11255,4,0,14495208,14495184
11255,11255,4,0,14495209,14495186
11255,11255,4,0,14495210,14495187
11255,11255,4,0,14495211,14495188
11255,11255,4,0,14495212,14495189
11255,11255,4,0,14495213,14495190
11255,11255,4,0,14495214,14495191
11255,11255,4,0,14495215,14495192
11255,11255,4,0,14495216,14495193
11255,11255,4,0,14495217,14495194
11255,11255,4,0,14495218,14495195
11255,11255,4,0,14495219,14495196
11255,11255,4,0,14495220,14495197
11255,11255,4,0,14495221,14495198
11255,11255,4,0,14495222,14495199
11255,11255,4,0,14495223,14495200
11255,11255,4,0,14495224,14495201
11255,11255,4,0,14495225,14495202
11255,11255,4,0,14495226,14495203
11255,11255,4,0,14495227,14495204
11255,11255,4,0,14495229,14495205
11255,11255,4,0,14495230,14495206
11255,11255,4,0,14495251,14495240
11255,11255,4,0,14495252,14495243
11255,11255,4,0,14495253,14495241
11255,11255,4,0,14495254,14495242
11255,11255,4,0,14495255,14495244
11255,11255,4,0,14495256,14495245
11255,11255,4,0,14495257,14495246
11255,11255,4,0,14495258,14495247
11255,11255,4,0,14495259,14495248
11255,11255,4,0,14495260,14495249
11255,11255,4,0,14495261,14495250
11255,11255,4,0,14495262,14495231
11255,11255,4,0,14495263,14495232
11255,11255,4,0,14495264,14495233
11255,11255,4,0,14495265,14495234
11255,11255,4,0,14495266,14495235
11255,11255,4,0,14495267,14495236
11255,11255,4,0,14495268,14495237
11255,11255,4,0,14495269,14495238
11255,11255,4,0,14495270,14495239
11256,11246,0,240,,
11256,11248,0,240,,
11256,11253,0,240,,
11256,11266,0,240,,
11256,11267,0,240,,
11256,11269,0,240,,
11256,11288,0,240,,
11256,11289,0,240,,
11256,11788,0,240,,
11258,10360,0,240,,
11258,11258,4,0,14461794,14454849
11258,11258,4,0,14461795,14454850
11258,11258,4,0,14461796,14454851
11258,11258,4,0,14461797,14454852
11258,11258,4,0,14461798,14454853
11258,11258,4,0,14461799,14454855
11258,11258,4,0,14461800,14454856
11258,11258,4,0,14461801,14454857
11258,11258,4,0,14461802,14454858
11258,11258,4,0,14461803,14454859
11258,11258,4,0,14461804,14454860
11258,11258,4,0,14461805,14454861
11258,11258,4,0,14461806,14454792
11258,11258,4,0,14461807,14454793
11258,11258,4,0,14461808,14454794
11258,11258,4,0,14461809,14454795
11258,11258,4,0,14461810,14454796
11258,11258,4,0,14461811,14454797
11258,11258,4,0,14461812,14454815
11258,11258,4,0,14461813,14454816
11258,11258,4,0,14461814,14454817
11258,11258,4,0,14461815,14454818
11258,11258,4,0,14461816,14454819
11258,11258,4,0,14461817,14454820
11258,11258,4,0,14461818,14454821
11258,11258,4,0,14461819,14454791
11258,11258,4,0,14461820,14454822
11258,11258,4,0,14461821,14454823
11258,11258,4,0,14461822,14454824
11258,11258,4,0,14461823,14454825
11258,11258,4,0,14461824,14454826
11258,11258,4,0,14461825,14454827
11258,11258,4,0,14461826,14454828
11258,11258,4,0,14461827,14454829
11258,11258,4,0,14461828,14454830
11258,11258,4,0,14461829,14454831
11258,11258,4,0,14461830,14454832
11258,11258,4,0,14461831,14454833
11258,11258,4,0,14461832,14454834
11258,11258,4,0,14461833,14454835
11258,11258,4,0,14461834,14454836
11258,11258,4,0,14461835,14454838
11258,11258,4,0,14461836,14454799
11258,11258,4,0,14461837,14454800
11258,11258,4,0,14461838,14454801
11258,11258,4,0,14461839,14454802
11258,11258,4,0,14461840,14454803
11258,11258,4,0,14461841,14454854
11258,11258,4,0,14461842,14454804
11258,11258,4,0,14461843,14454805
11258,11258,4,0,14461844,14454806
11258,11258,4,0,14461845,14454807
11258,11258,4,0,14461846,14454808
11258,11258,4,0,14461847,14454809
11258,11258,4,0,14461848,14454810
11258,11258,4,0,14461849,14454811
11258,11258,4,0,14461850,14454812
11258,11258,4,0,14461851,14454813
11258,11258,4,0,14461852,14454814
11258,11258,4,0,14461853,14454839
11258,11258,4,0,14461854,14454840
11258,11258,4,0,14461855,14454841
11258,11258,4,0,14461856,14454837
11258,11258,4,0,14461857,14454798
11258,11258,4,0,14461858,14454798
11258,11258,4,0,14461859,14454842
11258,11258,4,0,14461860,14454843
11258,11258,4,0,14461861,14454844
11258,11258,4,0,14461862,14454847
11258,11258,4,0,14461863,14454837
11258,11258,4,0,14461864,14454845
11258,11258,4,0,14461865,14454813
11258,11258,4,0,14461866,14454814
11258,11258,4,0,14461867,14454839
11258,11258,4,0,14461868,14454840
11258,11258,4,0,14461869,14454841
11258,11258,4,0,14461870,14454842
11258,11258,4,0,14461871,14454843
11258,11258,4,0,14461872,14454844
11258,11258,4,0,14461873,14454847
11258,11258,4,0,14461874,14454845
11258,11258,4,0,14461875,14454846
11258,11258,4,0,14461876,14454846
11258,11258,4,0,14461877,14454848
11258,11258,4,0,14461948,14454938
11258,11258,4,0,14461949,14454990
11258,11258,4,0,14461950,14454988
11258,11258,4,0,14461951,14454989
11258,11258,4,0,14461952,14454991
11258,11258,4,0,14461953,14454992
11258,11258,4,0,14461954,14454993
11258,11258,4,0,14461955,14454994
11258,11258,4,0,14461956,14454995
11258,11258,4,0,14461957,14454996
11258,11258,4,0,14461958,14454997
11258,11258,4,0,14461959,14454945
11258,11258,4,0,14461960,14454998
11258,11258,4,0,14461961,14454999
11258,11258,4,0,14461962,14455000
11258,11258,4,0,14461963,14455001
11258,11258,4,0,14461964,14454939
11258,11258,4,0,14461965,14454970
11258,11258,4,0,14461966,14454941
11258,11258,4,0,14461967,14454973
11258,11258,4,0,14461968,14454942
11258,11258,4,0,14461969,14454943
11258,11258,4,0,14461970,14454944
11258,11258,4,0,14461971,14454974
11258,11258,4,0,14461972,14454940
11258,11258,4,0,14461973,14454946
11258,11258,4,0,14461974,14454947
11258,11258,4,0,14461975,14454948
11258,11258,4,0,14461976,14454960
11258,11258,4,0,14461977,14454961
11258,11258,4,0,14461978,14454962
11258,11258,4,0,14461979,14454963
11258,11258,4,0,14461980,14454964
11258,11258,4,0,14461981,14454965
11258,11258,4,0,14461982,14454968
11258,11258,4,0,14461983,14454969
11258,11258,4,0,14461984,14454975
11258,11258,4,0,14461985,14454976
11258,11258,4,0,14461986,14454953
11258,11258,4,0,14461987,14454977
11258,11258,4,0,14461988,14454978
11258,11258,4,0,14461989,14454979
11258,11258,4,0,14461990,14454980
11258,11258,4,0,14461991,14454981
11258,11258,4,0,14461992,14454982
11258,11258,4,0,14461993,14454983
11258,11258,4,0,14461994,14454984
11258,11258,4,0,14461995,14454985
11258,11258,4,0,14461996,14454971
11258,11258,4,0,14461997,14454972
11258,11258,4,0,14461998,14454986
11258,11258,4,0,14461999,14454987
11258,11258,4,0,14462000,14454949
11258,11258,4,0,14462001,14454950
11258,11258,4,0,14462002,14454952
11258,11258,4,0,14462003,14454951
11258,11258,4,0,14462004,14454954
11258,11258,4,0,14462005,14454955
11258,11258,4,0,14462006,14454956
11258,11258,4,0,14462007,14454957
11258,11258,4,0,14462008,14454958
11258,11258,4,0,14462009,14454959
11258,11258,4,0,14462010,14454937
11258,11258,4,0,14462011,14454935
11258,11258,4,0,14462012,14454932
11258,11258,4,0,14462013,14454933
11258,11258,4,0,14462014,14454934
11258,11258,4,0,14462015,14454966
11258,11258,4,0,14462016,14454967
11258,11258,4,0,14462017,14454936
11258,11258,4,0,14462082,14455101
11258,11258,4,0,14462083,14455102
11258,11258,4,0,14462084,14455103
11258,11258,4,0,14462085,14455105
11258,11258,4,0,14462086,14455106
11258,11258,4,0,14462087,14455107
11258,11258,4,0,14462088,14455108
11258,11258,4,0,14462089,14455109
11258,11258,4,0,14462090,14455110
11258,11258,4,0,14462091,14455079
11258,11258,4,0,14462092,14455111
11258,11258,4,0,14462093,14455112
11258,11258,4,0,14462094,14455113
11258,11258,4,0,14462095,14455114
11258,11258,4,0,14462096,14455115
11258,11258,4,0,14462097,14455116
11258,11258,4,0,14462098,14455117
11258,11258,4,0,14462099,14455118
11258,11258,4,0,14462100,14455119
11258,11258,4,0,14462101,14455120
11258,11258,4,0,14462102,14455121
11258,11258,4,0,14462103,14455090
11258,11258,4,0,14462104,14455122
11258,11258,4,0,14462105,14455123
11258,11258,4,0,14462106,14455075
11258,11258,4,0,14462107,14455081
11258,11258,4,0,14462108,14455124
11258,11258,4,0,14462109,14455125
11258,11258,4,0,14462110,14455126
11258,11258,4,0,14462111,14455127
11258,11258,4,0,14462112,14455128
11258,11258,4,0,14462113,14455129
11258,11258,4,0,14462114,14455130
11258,11258,4,0,14462115,14455131
11258,11258,4,0,14462116,14455066
11258,11258,4,0,14462117,14455067
11258,11258,4,0,14462118,14455068
11258,11258,4,0,14462119,14455080
11258,11258,4,0,14462120,14455095
11258,11258,4,0,14462121,14455089
11258,11258,4,0,14462122,14455104
11258,11258,4,0,14462123,14455078
11258,11258,4,0,14462124,14455083
11258,11258,4,0,14462125,14455084
11258,11258,4,0,14462126,14455085
11258,11258,4,0,14462127,14455086
11258,11258,4,0,14462128,14455087
11258,11258,4,0,14462129,14455088
11258,11258,4,0,14462130,14455091
11258,11258,4,0,14462131,14455082
11258,11258,4,0,14462132,14455092
11258,11258,4,0,14462133,14455093
11258,11258,4,0,14462134,14455094
11258,11258,4,0,14462135,14455096
11258,11258,4,0,14462136,14455097
11258,11258,4,0,14462137,14455098
11258,11258,4,0,14462138,14455099
11258,11258,4,0,14462139,14455100
11258,11258,4,0,14462140,14455069
11258,11258,4,0,14462141,14455070
11258,11258,4,0,14462142,14455071
11258,11258,4,0,14462143,14455072
11258,11258,4,0,14462144,14455073
11258,11258,4,0,14462145,14455074
11258,11258,4,0,14462146,14455076
11258,11258,4,0,14462147,14455077
11258,11276,2,360,,
11258,11277,2,300,,
11259,12232,2,360,,
11259,12240,2,360,,
11260,10360,0,240,,
11260,11221,2,420,,
11260,11227,2,420,,
11260,11258,0,240,,
11260,11260,0,240,,
11260,11260,4,0,14454721,14461726
11260,11260,4,0,14454722,14461768
11260,11260,4,0,14454723,14461769
11260,11260,4,0,14454724,14461770
11260,11260,4,0,14454725,14461771
11260,11260,4,0,14454726,14461772
11260,11260,4,0,14454727,14461773
11260,11260,4,0,14454728,14461774
11260,11260,4,0,14454729,14461775
11260,11260,4,0,14454730,14461776
11260,11260,4,0,14454731,14461717
11260,11260,4,0,14454732,14461777
11260,11260,4,0,14454733,14461779
11260,11260,4,0,14454734,14461780
11260,11260,4,0,14454735,14461781
11260,11260,4,0,14454736,14461782
11260,11260,4,0,14454737,14461783
11260,11260,4,0,14454738,14461784
11260,11260,4,0,14454739,14461785
11260,11260,4,0,14454740,14461786
11260,11260,4,0,14454741,14461787
11260,11260,4,0,14454742,14461788
11260,11260,4,0,14454743,14461789
11260,11260,4,0,14454744,14461790
11260,11260,4,0,14454745,14461791
11260,11260,4,0,14454746,14461792
11260,11260,4,0,14454747,14461793
11260,11260,4,0,14454748,14461711
11260,11260,4,0,14454749,14461712
